share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.4196833,1057,0,0,1105754,114145.3,1850,.3151076,3
.4197412,1058,0,1,1162481,114660.1,1890,.3177755,7
.4197841,1059,0,0,1329191,114152.3,1884,.3127435,1
.4199843,1060,0,0,1889642,113117,1885,.3244893,2
.4201007,1061,0,1,1487319,115749,1863,.3133018,7
.4201609,1062,0,0,1494468,113873,1873,.3151984,1
.4201683,1063,0,0,1876325,113301.1,1867,.3212578,4
.4202101,1064,0,0,1986472,113769.9,1885,.3184318,1
.4202774,1065,0,0,1953065,114232.8,1854,.3153305,5
.4203872,1066,0,0,-598016,114068.1,1883,.3164715,3
.4203986,1067,0,0,1646732,112922.6,1881,.3220152,2
.4205846,1068,0,0,1568384,114981.4,1868,.3259304,2
.4205966,1069,0,1,1575112,113843.7,1862,.31712,9
.4206297,1070,0,0,893376,115151.2,1876,.3259163,2
.4206484,1071,0,0,1176710,113223.7,1893,.3227595,3
.4207984,1072,0,0,1526639,115369.9,1871,.317292,0
.4208097,1073,0,0,2853496,114118.5,1861,.3245883,1
.4208338,1074,0,0,2115075,111666.9,1871,.3269307,3
.4210808,1075,0,0,1838515,113337.7,1873,.3236576,3
.4211638,1076,0,0,1062590,112329.1,1874,.3179874,2
.421172,1077,0,0,1018660,113616.7,1864,.3256109,2
.4212737,1078,0,0,1008813,113315.2,1865,.3247595,1
.4214193,1079,0,1,1976654,113776.1,1870,.3216552,7
.4214395,1080,0,1,1240556,115804.5,1875,.3145687,7
.4214509,1081,0,1,1409187,113464,1877,.3235658,7
.4214682,1082,0,1,2052727,113055.8,1873,.3346741,7
.4214924,1083,0,0,1028139,115335.9,1881,.3161537,2
.4215018,1084,0,0,1504105,114057.6,1871,.3197511,4
.4215989,1085,0,0,1212875,112529,1871,.3243437,2
.421651,1086,0,1,359816,113842,1868,.3258508,6
.4216866,1087,0,0,2034694,113316.9,1854,.3221087,1
.4216966,1088,0,1,994761,115215.4,1860,.3348534,6
.4218026,1089,0,0,973187,113714.3,1853,.3390385,2
.4218654,1090,0,0,1893770,114972.6,1853,.3285708,1
.4218863,1091,0,1,1694738,111797.6,1855,.3279507,8
.4219729,1092,0,0,286547,112113.9,1883,.3211657,2
.4219979,1093,0,0,1961889,115141.3,1872,.3216412,1
.4221463,1094,0,1,2729264,114898.2,1887,.3332708,6
.4221949,1095,0,0,1700147,115739.6,1860,.3295118,1
.4224027,1096,0,1,2239477,114177.8,1893,.3278158,6
.4224858,1097,0,0,1084527,113566.1,1887,.3300063,3
.4225476,1098,0,1,1632836,114953.9,1878,.3293702,7
.4227745,1099,0,0,1254671,114819.6,1855,.3303464,1
.4227976,1100,0,0,1988414,114086.5,1851,.3245924,3
.4230649,1101,0,0,753503,113951,1881,.3295175,0
.4231508,1102,0,0,487987,114783.8,1874,.3310805,3
.4235004,1103,0,0,1629376,113684.8,1872,.3321445,3
.4236912,1104,0,0,1290470,113118.1,1854,.326866,3
.4237467,1105,0,0,659931,113127.7,1868,.3361197,2
.4237578,1106,0,1,1403026,114879.6,1893,.3372581,8
.4238566,1107,0,0,669126,113482,1870,.3304934,2
.4238894,1108,0,0,1332400,113269.4,1884,.3220699,2
.423911,1109,0,1,973858,115933.3,1872,.3363946,7
.424028,1110,0,0,1778045,113691.9,1881,.332635,1
.4241439,1111,0,0,1591376,112332.3,1881,.3392525,0
.424155,1112,0,0,2030780,112640.3,1893,.331979,4
.4242766,1113,0,1,799243,113704.6,1861,.3377958,7
.424428,1114,0,0,1594893,114095.4,1881,.3410642,2
.4245254,1115,0,0,1836871,113803.7,1886,.3336296,3
.4246907,1116,0,0,2330122,113687.3,1873,.3316467,1
.4247131,1117,0,0,1712623,113846.9,1853,.3387938,3
.4247142,1118,0,0,1973105,115082.4,1890,.3279396,2
.4249349,1119,0,0,1015599,113873.8,1883,.3263368,2
.425026,1120,0,1,1540775,113710.1,1885,.3381716,7
.4250281,1121,0,0,1980872,114656.6,1856,.3339904,0
.4254287,1122,0,0,1073004,112672.1,1865,.343885,2
.4255004,1123,0,0,1836967,113884.9,1881,.3419424,1
.4255334,1124,0,0,1412805,113248.4,1879,.3361913,2
.4255776,1125,0,0,1252443,112706.4,1879,.3412901,1
.4256498,1126,0,0,1327292,110419.1,1877,.3410521,2
.4256906,1127,0,0,711350,113112.3,1866,.3387368,2
.4257648,1128,0,0,431750,113420,1856,.3428302,2
.4259329,1129,0,0,2376420,113425.8,1876,.3426076,2
.4259567,1130,0,0,1170565,112091.3,1887,.3394119,1
.4259584,1131,0,0,2190520,114903.3,1864,.3332119,1
.4260388,1132,0,0,1059358,114825.7,1864,.3339785,1
.4260795,1133,0,0,2135978,113241.8,1877,.3476442,3
.4261002,1134,0,0,1581991,114451.4,1859,.3409602,3
.4261501,1135,0,0,1777397,114043.7,1889,.3373386,3
.4261721,1136,0,0,1682496,115672.2,1876,.3304127,1
.426413,1137,0,0,2216134,113096,1869,.3545394,2
.4264392,1138,0,1,1052291,112386.7,1867,.3353525,8
.4264468,1139,0,0,954646,113088.1,1866,.3439712,2
.4265879,1140,0,0,1902755,114064.5,1888,.3337688,1
.4266213,1141,0,0,2254799,112051.1,1882,.3424446,4
.426669,1142,0,0,1824496,113220.3,1850,.3388971,5
.4266892,1143,0,0,704920,113859.3,1860,.349182,2
.4266893,1144,0,0,1756714,113912.5,1865,.3453287,3
.4268309,1145,0,1,2509107,114865.9,1856,.3446342,8
.4269084,1146,0,1,1097870,111664.8,1884,.3438399,8
.4270034,1147,0,0,1163513,113446.9,1890,.3480478,1
.4270127,1148,0,0,1598980,111323.6,1893,.3388633,2
.4272839,1149,0,0,1857742,111041,1882,.3449123,1
.4273591,1150,0,1,1372100,113194.2,1871,.3361821,7
.427391,1151,0,0,1667299,115033,1876,.3481309,0
.4274744,1152,0,1,1631433,112122.4,1864,.3503716,4
.4274904,1153,0,1,1662378,111148.8,1851,.3411804,7
.4275363,1154,0,0,2102815,111566.3,1857,.3538542,2
.4275487,1155,0,0,967665,113321.4,1892,.3508791,3
.4276498,1156,0,1,1733634,109591,1895,.3411867,5
.4276938,1157,0,1,870447,112372.9,1887,.3543077,5
.4277498,1158,0,0,414864,113596.1,1880,.3523325,3
.4278249,1159,0,0,1252028,112671,1852,.3479938,4
.4278339,1160,0,1,945799,113472.2,1873,.3457803,6
.4279332,1161,0,0,1674838,114284.7,1881,.3437816,0
.4279459,1162,0,0,1138817,113587.1,1869,.3588841,3
.4279964,1163,0,0,1546728,113188.6,1888,.3410608,2
.428035,1164,0,0,1709368,112170.1,1866,.3538143,3
.4281324,1165,0,0,2528730,113627.4,1867,.3483818,1
.4281651,1166,0,0,1968977,114312,1869,.3528142,1
.4282039,1167,0,0,1265100,112087.4,1869,.3483203,1
.42829,1168,0,0,1172922,112411.2,1877,.3484822,2
.4283173,1169,0,0,857270,115221.6,1856,.3506088,1
.4283609,1170,0,1,1945497,113740.2,1877,.3510971,7
.428386,1171,0,0,2122488,112219.3,1882,.355088,2
.428396,1172,0,0,1930086,112339.4,1865,.3498404,3
.4284154,1173,0,1,816997,111237.6,1866,.350933,8
.428551,1174,0,0,1919364,113951.3,1895,.3555695,4
.4285845,1175,0,0,2435541,113370.5,1876,.3324355,4
.4286611,1176,0,0,1636382,113294.3,1861,.3478536,4
.4287854,1177,0,0,1443535,112177.2,1855,.3594116,3
.4288035,1178,0,0,806226,113003.6,1870,.3546436,2
.4288985,1179,0,0,1609717,112682.2,1883,.3483392,3
.4289303,1180,0,0,1638055,113995.4,1871,.3587192,1
.4289722,1181,0,0,1022793,111234.6,1871,.3545528,2
.4289847,1182,0,0,1133844,113106.2,1890,.3600335,2
.4290155,1183,0,0,2206622,110111.8,1853,.361959,2
.4291008,1184,0,0,1080075,113529.5,1880,.3533761,1
.4292521,1185,0,0,1286788,113703.6,1862,.348293,2
.4292681,1186,0,1,1398281,113768.2,1853,.3646014,8
.4293233,1187,0,0,1663654,113366.9,1852,.3543029,3
.4293956,1188,0,1,1166091,113377.4,1862,.3610145,7
.4294176,1189,0,0,2181475,114642.7,1891,.3576227,2
.4294229,1190,0,0,1618067,116700.5,1871,.3562551,0
.4294331,1191,0,0,1446354,112725.9,1851,.3634611,3
.4294737,1192,0,1,1111511,112089.4,1857,.3532422,9
.4295413,1193,0,0,1530315,111847.1,1870,.3588269,2
.4295538,1194,0,0,1437414,113158.7,1869,.360327,2
.4296884,1195,0,0,2059678,111775.3,1876,.363974,3
.4296963,1196,0,0,710670,114421.6,1891,.3542769,2
.4297036,1197,0,0,928443,111040.7,1858,.3558493,4
.429787,1198,0,0,1188283,112848.2,1872,.3600946,2
.4299041,1199,0,1,1661652,111135.3,1868,.3594988,6
.4299266,1200,0,1,384094,115279.3,1883,.3587528,7
.4299451,1201,0,1,1802484,113516.1,1861,.3521241,8
.429949,1202,0,1,1604666,113716.3,1894,.3590617,5
.4300623,1203,0,0,908141,113404.3,1875,.3575974,3
.4300826,1204,0,0,1464214,110985.8,1875,.3574753,1
.4301044,1205,0,1,1542769,111824.2,1873,.3605788,8
.430254,1206,0,0,2096598,112540.1,1852,.3668934,2
.4303367,1207,0,1,2512705,112300.9,1867,.3617389,7
.4303828,1208,0,0,881097,115540.5,1888,.3609067,3
.4304302,1209,0,1,1240042,113519.2,1876,.3743871,8
.4304552,1210,0,0,1594103,111868.4,1886,.3582745,1
.4305001,1211,0,0,1134571,115088.9,1884,.3615726,2
.4305289,1212,0,1,2421660,113086.9,1874,.369965,6
.4305737,1213,0,0,138834,112194.8,1873,.3737063,1
.4306052,1214,0,0,2474831,112748.7,1859,.3607841,1
.4307135,1215,0,0,673537,112744.9,1884,.3741131,2
.4307724,1216,0,0,1755213,113945.4,1886,.3682409,1
.4307991,1217,0,1,2304006,111389.4,1885,.3666036,7
.430822,1218,0,0,2008804,111192.5,1883,.3712293,1
.4308771,1219,0,0,1308068,112252.4,1853,.3659491,3
.430884,1220,0,0,2216000,111835,1854,.3650017,2
.4308874,1221,0,0,1670858,112701.9,1858,.3653801,2
.4310784,1222,0,0,705008,114295.5,1861,.3706042,1
.4310957,1223,0,0,1701638,112502.9,1892,.3742161,2
.4311917,1224,0,0,1785994,113541.5,1854,.3610165,3
.431218,1225,0,0,1515414,111857.9,1865,.3698113,3
.4313204,1226,0,0,2058507,112045.8,1887,.3615891,2
.4315796,1227,0,0,1749326,113151.9,1864,.3675604,0
.4318322,1228,0,0,1987008,111549,1895,.3674993,2
.4320159,1229,0,0,1120481,113441.2,1870,.3670866,2
.4321514,1230,0,1,930779,113365,1879,.3734519,9
.4322535,1231,0,0,1299599,112441.1,1884,.371266,4
.4323091,1232,0,0,2331738,114361.2,1853,.3677385,4
.4323411,1233,0,0,2028987,111042.1,1869,.3763948,1
.4324105,1234,0,0,1456652,111591.3,1881,.3627832,2
.4324459,1235,0,0,1857613,111945.4,1862,.3649341,3
.4324869,1236,0,1,1654941,112836.7,1886,.3679124,7
.4325071,1237,0,1,1835113,111912.1,1881,.3725377,9
.432516,1238,0,0,1502952,111842.9,1851,.367814,3
.4326961,1239,0,0,1882905,112271.8,1877,.364398,3
.432828,1240,0,0,1090240,112259.1,1880,.373308,2
.4328729,1241,0,0,322303,114156.3,1888,.3711221,2
.4328738,1242,0,1,1856019,113222.4,1859,.3803192,8
.4329202,1243,0,1,2174831,113972,1855,.3705953,8
.4330489,1244,0,0,1511740,111969.3,1862,.3659878,2
.4331191,1245,0,0,1016732,115703.2,1864,.3687752,3
.4332603,1246,0,0,2478604,112721.4,1879,.3734899,3
.4333971,1247,0,0,1199869,111377,1888,.3791019,1
.4334331,1248,0,1,1089898,109871.3,1854,.3722629,7
.4334445,1249,0,0,2525426,114038.4,1882,.3732889,2
.433463,1250,0,0,1881778,112188.9,1878,.3675641,1
.433543,1251,0,0,1400024,112849.6,1894,.3706578,3
.4336375,1252,0,0,1109670,113376.7,1859,.3716603,3
.4336675,1253,0,1,2014740,111730.2,1868,.3797206,7
.4337983,1254,0,0,1870967,114221.6,1861,.3737936,2
.4338435,1255,0,0,1760601,112527.2,1864,.3774461,2
.4339808,1256,0,0,1459767,112725,1880,.3788949,4
.4339967,1257,0,0,2254663,111638.9,1890,.3794489,2
.4340419,1258,0,1,1639187,110476.2,1858,.3733248,7
.4340505,1259,0,0,1677961,113902.6,1889,.3668653,3
.4340934,1260,0,0,1205293,112233.4,1854,.3874669,3
.4341512,1261,0,0,1727040,110864.3,1861,.3739895,1
.4341896,1262,0,0,1797761,112628.9,1861,.3754729,2
.4342098,1263,0,0,1539209,111688,1864,.3739953,4
.4342962,1264,0,1,1759569,111829.2,1860,.3818422,8
.4343767,1265,0,0,1849892,112741.9,1876,.3724183,0
.4344319,1266,0,0,2113770,113842.3,1860,.3800032,1
.4344826,1267,0,0,2624710,112716,1860,.3758837,2
.4345114,1268,0,0,1691627,112726.7,1866,.3773297,3
.434533,1269,0,0,1899020,112113.8,1869,.3786198,3
.4345467,1270,0,0,1808807,112475.1,1856,.3731717,1
.4345952,1271,0,1,1282521,113093.7,1889,.3813119,6
.4346259,1272,0,1,1086403,112361.7,1878,.3777379,8
.4347534,1273,0,0,1956213,113096.8,1885,.3835752,2
.4348425,1274,0,0,543356,113236,1881,.3837836,1
.4349017,1275,0,0,775276,110338.2,1862,.3851288,3
.4349536,1276,0,0,2091587,112641.7,1868,.3879906,3
.4350119,1277,0,0,1142903,110173.5,1891,.389331,2
.4350142,1278,0,0,1551033,112164.3,1876,.3843762,2
.4350697,1279,0,1,1060843,111258.3,1870,.3821971,7
.4350973,1280,0,0,1700389,111521.2,1867,.3854343,3
.4351588,1281,0,0,1257547,114024,1875,.3855422,1
.4351943,1282,0,0,2149879,111090.3,1856,.3774692,1
.4352531,1283,0,1,2052448,112140.1,1859,.3861425,7
.4353279,1284,0,0,1440921,110626.1,1878,.3808105,1
.4355107,1285,0,0,1886778,112409,1874,.3802812,1
.4355155,1286,0,1,1812481,111762.3,1856,.3894488,8
.4355878,1287,0,1,2031257,112454.3,1858,.387691,5
.4356395,1288,0,0,1678589,114625.8,1894,.3914199,3
.4356415,1289,0,1,581578,111338.6,1871,.3869105,9
.4358334,1290,0,0,1221656,111508.5,1869,.382758,3
.4358613,1291,0,0,1256853,112053.7,1869,.3911926,2
.4359021,1292,0,1,1275783,110124.4,1882,.3920828,6
.4359248,1293,0,1,1268799,110883.4,1875,.3827045,7
.4359808,1294,0,0,2274431,111353.6,1881,.3921433,2
.4360544,1295,0,1,1493938,112145.7,1866,.3787615,9
.4361824,1296,0,1,-28531,110357.4,1859,.3861139,8
.4362802,1297,0,0,927008,109750.7,1861,.3854625,1
.4362974,1298,0,0,1047380,112660.8,1863,.3957328,1
.4363168,1299,0,0,1637424,111364.7,1883,.3925616,-1
.4363379,1300,0,0,2228506,113570.7,1870,.4002698,3
.4363581,1301,0,0,1026045,110411,1887,.38477,5
.4364129,1302,0,0,1337533,110727.5,1877,.4038548,1
.4364822,1303,0,0,1020245,111739.6,1872,.402034,2
.4365324,1304,0,0,1485711,112470.8,1857,.3925415,2
.4365956,1305,0,0,1116067,110837,1879,.3852737,3
.4366841,1306,0,0,1858699,112284,1884,.3910838,2
.4367754,1307,0,0,2024027,111720.4,1858,.3893413,3
.4368154,1308,0,0,1499248,111978.5,1886,.395095,1
.4368538,1309,0,0,1801222,110431.5,1852,.392595,2
.4369071,1310,0,0,1669554,109477.5,1883,.3888896,2
.4369322,1311,0,1,1861399,112825.1,1859,.3922637,5
.43694,1312,0,1,1352695,111936.7,1894,.3896938,7
.4370632,1313,0,0,1317511,111954.1,1854,.3848938,3
.4371108,1314,0,0,1438155,111104.7,1859,.3946747,4
.4371224,1315,0,0,1873903,111506.7,1874,.3915534,2
.4373456,1316,0,1,756364,111719.4,1879,.3913371,9
.4373699,1317,0,1,1180309,112490.4,1869,.3961883,8
.4373842,1318,0,0,1871830,111553.9,1855,.3983355,2
.4375761,1319,0,0,1736578,111006.2,1856,.3969122,2
.4375876,1320,0,0,2370544,113465.9,1889,.3961257,2
.4376746,1321,0,1,645864,111328.6,1869,.3978204,7
.4377217,1322,0,0,1300010,111161.2,1861,.393282,0
.4377784,1323,0,0,860845,110920,1886,.3930105,2
.4378047,1324,0,0,1841273,111474.3,1870,.3938016,1
.4378291,1325,0,0,2292772,112549.7,1874,.3995012,0
.4379834,1326,0,1,1940304,111149.7,1886,.3971728,9
.4381087,1327,0,0,1370681,110242.4,1866,.3924217,1
.4381253,1328,0,1,1684907,111566.5,1874,.3931479,9
.438143,1329,0,1,1179352,110571.3,1872,.3934735,6
.43815,1330,0,1,1320303,112065.7,1884,.3990579,8
.438184,1331,0,0,815335,112750.5,1891,.3995531,2
.438205,1332,0,0,629288,110729.2,1890,.3987439,2
.4382877,1333,0,0,1080629,110551,1857,.4003686,3
.4382919,1334,0,0,2019704,109639.9,1853,.4023041,2
.4383164,1335,0,0,1716066,111513.4,1892,.4147063,2
.4383304,1336,0,0,610552,110092.7,1885,.4073432,3
.4383582,1337,0,0,1507454,111835,1864,.4065056,3
.4383613,1338,0,0,2238992,111607.9,1863,.4058408,1
.4383715,1339,0,0,1672384,111942.9,1861,.3952096,4
.438543,1340,0,0,1437336,110772.1,1855,.400089,2
.4385818,1341,0,0,2473638,113591.3,1877,.4014698,1
.4385955,1342,0,0,599447,109880.8,1860,.4071816,2
.4386144,1343,0,0,587883,111683.2,1875,.3988017,2
.4387403,1344,0,0,1962123,112705.6,1863,.4028634,2
.4387512,1345,0,0,1008087,109400,1889,.3957773,1
.4388131,1346,0,1,1257092,111477,1866,.4152236,7
.4388158,1347,0,0,1309667,110039.8,1861,.396589,3
.4389378,1348,0,0,1637723,110991,1867,.3978101,2
.4389391,1349,0,0,1172587,111325.1,1852,.3941699,2
.4389617,1350,0,0,2702294,112205.8,1855,.3918085,2
.4389966,1351,0,1,1847435,110850.9,1856,.4135928,7
.4391077,1352,0,0,1982943,110653.3,1852,.4006858,3
.4391357,1353,0,0,1282780,109732.7,1894,.4057458,2
.4392399,1354,0,0,1624103,109463.3,1883,.4118409,3
.4393637,1355,0,0,1305537,111796.2,1851,.4008421,3
.4394872,1356,0,0,1929300,111074.5,1891,.3973584,4
.4395352,1357,0,1,1129335,110004.7,1888,.4003803,6
.4395446,1358,0,0,1076256,110746.2,1870,.4081348,2
.4395584,1359,0,0,1416343,112144.1,1882,.4040823,3
.4396977,1360,0,0,1035800,109322.7,1873,.4029411,0
.4398678,1361,0,1,861262,110982,1858,.4105096,8
.4399247,1362,0,0,1965498,109223.3,1865,.4112409,3
.4399548,1363,0,0,1724372,111057.8,1866,.4063789,2
.4402152,1364,0,1,1940497,108657.9,1865,.4070969,7
.4402182,1365,0,1,2044359,111650.3,1874,.41348,7
.4403281,1366,0,0,1556039,111761.6,1868,.4068235,2
.4404015,1367,0,0,1045126,111156.6,1853,.4054299,5
.4405419,1368,0,0,982954,112313.4,1890,.4010309,2
.4406308,1369,0,0,1822412,109907.4,1856,.4135215,3
.4406825,1370,0,1,1218628,109979.6,1886,.4101418,7
.4406875,1371,0,0,1467464,112460.2,1857,.41639,1
.4407451,1372,0,1,2868784,109620.8,1893,.4156226,7
.4407926,1373,0,0,1438131,108506,1880,.4192309,1
.4408056,1374,0,0,2013188,111786.3,1895,.4051949,3
.4408521,1375,0,0,2549911,111025.4,1870,.408261,1
.4412943,1376,0,0,1484036,112099.7,1865,.4153765,1
.4413051,1377,0,0,1134519,110283,1862,.4157808,1
.4413332,1378,0,0,840992,110244.6,1852,.4144722,1
.4413663,1379,0,0,1412697,110916.6,1889,.4201995,4
.4413746,1380,0,0,1545315,111634.8,1894,.4126129,1
.4414317,1381,0,0,1472107,109028.3,1851,.4175169,3
.4414508,1382,0,1,1062833,111326.8,1876,.4109465,6
.4414553,1383,0,0,1235086,108241.6,1887,.4162719,4
.4415378,1384,0,0,978221,111160.6,1876,.4161035,3
.4415855,1385,0,0,1459606,110948.4,1891,.411834,1
.4416942,1386,0,0,848796,110898.8,1864,.41653,1
.4417429,1387,0,1,526278,111194.3,1894,.4249784,5
.4418947,1388,0,1,2054248,110341.7,1885,.4135358,6
.441968,1389,0,0,1082249,109885.9,1866,.415203,2
.44203,1390,0,0,1150697,110522.1,1867,.4171876,4
.4420517,1391,0,0,1347758,108800.4,1889,.4134162,3
.4420692,1392,0,0,1073453,109541.4,1867,.4100653,2
.4421315,1393,0,0,2587075,110406.9,1882,.4120263,3
.4421926,1394,0,0,2373612,111919.1,1874,.414215,3
.4422202,1395,0,1,2790286,109957,1860,.4173024,7
.4423119,1396,0,1,1578740,109447.1,1870,.4129223,5
.4424398,1397,0,0,1451064,108846.1,1882,.4180517,3
.4426737,1398,0,1,1776746,109719.1,1893,.4150026,6
.4426852,1399,0,1,1935302,110614.7,1885,.4208472,8
.442704,1400,0,0,2347598,110085.9,1873,.4220173,1
.4427102,1401,0,1,1656157,111331.9,1870,.4271835,8
.4427634,1402,0,0,1294536,110871.9,1857,.4195206,-1
.4427762,1403,0,0,2045546,110816.1,1885,.4235518,2
.4428428,1404,0,0,930037,110865.9,1870,.4222688,3
.4428809,1405,0,0,665395,110290.7,1851,.4101753,3
.4428836,1406,0,0,1450526,110395.9,1884,.423471,4
.4429063,1407,0,0,1673331,110783.6,1882,.427429,2
.4429367,1408,0,1,2600204,111156.3,1890,.4329043,8
.4430864,1409,0,1,846235,109228.8,1887,.4203533,6
.4431136,1410,0,1,1652046,108545.1,1857,.4262053,7
.4431651,1411,0,0,1918055,111179.1,1853,.4321905,1
.4432091,1412,0,0,1982553,110049.7,1875,.420213,0
.4432963,1413,0,0,2158980,109434,1891,.4313015,4
.4434185,1414,0,0,1013586,109977,1867,.4223127,4
.4434249,1415,0,1,1611493,108155.5,1885,.4305602,8
.4434328,1416,0,0,1455792,109765.8,1860,.4242151,2
.44349,1417,0,0,1119401,109086.4,1883,.4172783,4
.4435425,1418,0,0,976268,109060.3,1887,.4318499,1
.4435844,1419,0,0,1660782,110742.5,1889,.4306567,3
.4435844,1420,0,1,1000815,109414.4,1876,.4238659,7
.4436101,1421,0,0,1663088,110452.9,1879,.4252033,2
.4436646,1422,0,0,1268328,110012.8,1888,.4222713,1
.443665,1423,0,1,844551,110535.3,1881,.427056,6
.4437108,1424,0,0,1203418,109986.1,1851,.4207069,3
.4438189,1425,0,1,1518712,111099.5,1880,.4302923,6
.4438806,1426,0,0,1293247,110386,1892,.4243971,2
.4439473,1427,0,1,1762110,110946.1,1860,.4296224,7
.4439805,1428,0,0,1362481,108964.6,1888,.4321487,4
.4441303,1429,0,0,792091,108711.2,1872,.4233995,3
.4441973,1430,0,0,2739130,109638.1,1857,.43181,3
.4442357,1431,0,1,1251889,109524.9,1875,.4259522,5
.4443212,1432,0,0,1738539,108010.9,1861,.4132128,1
.4443373,1433,0,1,1083084,109557.6,1869,.4286594,8
.4443408,1434,0,0,1455390,108713.1,1862,.4324709,3
.4445456,1435,0,0,1882464,108299.4,1886,.4306915,1
.4446675,1436,0,0,1679272,110073.7,1878,.4314858,2
.4448017,1437,0,0,1273205,110316.8,1860,.4320205,2
.4449159,1438,0,0,1905701,110430.2,1887,.4394983,2
.4449213,1439,0,0,1238767,110421.2,1856,.4323119,1
.4449264,1440,0,0,1393171,109031.2,1895,.4350242,3
.4449912,1441,0,0,1379840,108808.6,1865,.4336454,-1
.4450018,1442,0,1,1513940,109287.1,1874,.4287325,6
.4451126,1443,0,0,1201736,109348.3,1873,.4364706,2
.4451867,1444,0,0,1695553,109681.3,1877,.4319853,1
.4452944,1445,0,1,1936810,109258.1,1894,.4364582,8
.4452989,1446,0,1,1913581,109129.4,1890,.4325056,8
.4453155,1447,0,0,815823,108800.9,1877,.4355198,1
.4454612,1448,0,0,1753898,109287.4,1863,.4316564,1
.4454703,1449,0,0,1303719,109345.1,1874,.4356363,2
.4455237,1450,0,0,1330838,108069.9,1883,.434989,2
.4455365,1451,0,1,1883852,109793.8,1862,.429876,8
.4456265,1452,0,1,1324572,109467.5,1857,.4305962,6
.4456401,1453,0,1,1447520,108618.3,1875,.4340969,8
.4457055,1454,0,0,419197,109774.9,1880,.4352012,1
.445893,1455,0,0,1085971,109968.7,1883,.4297418,1
.4458947,1456,0,1,1638516,107581.7,1880,.4277461,8
.4459071,1457,0,1,1636988,109366.1,1889,.4470809,8
.4459074,1458,0,0,1207615,111725.3,1877,.4300904,2
.4459333,1459,0,0,1871880,110051.4,1856,.4370333,2
.4459391,1460,0,0,2021935,109239.8,1859,.4403224,2
.4459789,1461,0,0,1858760,109249,1875,.4446129,3
.4459802,1462,0,0,1843813,108931.4,1874,.4365948,2
.4462132,1463,0,0,33383,109856.3,1880,.4369997,2
.4462641,1464,0,1,706395,109786.5,1864,.4356524,6
.4463872,1465,0,0,1206131,110252.1,1890,.4347331,2
.4464455,1466,0,0,1357354,108802.5,1872,.4358842,0
.4464952,1467,0,0,397468,110148.2,1854,.4385137,3
.4465193,1468,0,0,1530069,109541.7,1890,.4493757,2
.4466273,1469,0,0,980937,110651.6,1869,.4361321,3
.4466848,1470,0,0,1804011,108501.3,1853,.439612,4
.4467274,1471,0,0,2066118,107732.7,1886,.4454979,2
.446769,1472,0,1,1738267,109927.5,1868,.4396344,8
.4468131,1473,0,0,2741579,109420.9,1894,.4383983,4
.4468146,1474,0,0,1342540,109343.7,1886,.4478615,3
.4468188,1475,0,1,1669768,109615.9,1861,.4472254,6
.4469175,1476,0,0,943090,109857.8,1851,.4463158,2
.4469352,1477,0,0,1488341,110364.8,1875,.4445387,1
.4470057,1478,0,1,1848553,108629.5,1853,.4366469,7
.4470156,1479,0,0,1082254,110525.8,1857,.4428019,2
.4471449,1480,0,0,1101342,107879.6,1853,.4416567,3
.4471813,1481,0,0,2447813,110222,1855,.4530954,1
.4471942,1482,0,1,1832124,108019.9,1856,.4412602,7
.4472066,1483,0,0,1174566,109287.5,1889,.4459885,2
.4472474,1484,0,0,1639109,108742,1867,.4416633,1
.447265,1485,0,0,1542848,105250.4,1892,.4476184,2
.4472706,1486,0,0,1908105,109775.7,1856,.4505901,3
.4472792,1487,0,0,1092351,106628.2,1891,.4503601,1
.4473307,1488,0,0,1190882,110509.5,1894,.4506868,2
.4473701,1489,0,0,344430,109783.1,1872,.4491268,2
.4473751,1490,0,0,1546374,110483.8,1853,.451122,3
.44739,1491,0,0,1025554,106713.3,1895,.4515669,2
.4474271,1492,0,1,1527640,108620.8,1886,.4535251,7
.4474706,1493,0,1,1838526,107791.8,1888,.4528815,6
.4474917,1494,0,0,1585325,108335.5,1887,.4510758,1
.447547,1495,0,0,1818532,108801.2,1892,.4517547,3
.4475787,1496,0,0,1380137,108116.3,1876,.4486861,3
.4476069,1497,0,1,377610,109342.6,1860,.4472601,9
.4477069,1498,0,0,1533055,109416.6,1878,.4534944,3
.4477386,1499,0,0,1372865,108946.5,1866,.4417489,2
.4477551,1500,0,0,2031067,107854.9,1867,.4569406,1
.4477693,1501,0,0,1791745,107995.7,1886,.4442982,2
.4478267,1502,0,0,984013,108874.3,1880,.4479589,1
.4478632,1503,0,0,1725853,109839.3,1855,.4556106,1
.4478768,1504,0,0,1861504,108221.7,1871,.4567721,2
.4480129,1505,0,0,1558152,107245,1895,.4443161,1
.448045,1506,0,0,1792903,108802.9,1888,.4506678,2
.4480807,1507,0,0,1339212,109770.6,1861,.4563958,1
.4480883,1508,0,0,1906142,108468.8,1873,.4520609,3
.4481615,1509,0,0,975678,109955.4,1861,.452916,1
.4481682,1510,0,0,1478105,108553.1,1883,.446419,1
.4482205,1511,0,1,451542,109696.4,1894,.4640899,7
.4482715,1512,0,0,773723,108217.1,1892,.4544351,3
.448318,1513,0,0,1732056,107977.4,1862,.4458044,2
