"","year","hh_id","ev_purchase_year","electricity_use","treat","post"
"2857",2014,260,NA,-171.0991,0,1
"2858",2015,260,NA,-774.0093,0,1
"2859",2016,260,NA,-1051.044,0,1
"2860",2017,260,NA,-949.0754,0,1
"2861",2007,261,NA,1028.19,0,0
"2862",2008,261,NA,701.8723,0,0
"2863",2009,261,NA,1026.227,0,0
"2864",2010,261,NA,709.2679,0,0
"2865",2011,261,NA,-14.16333,0,0
"2866",2012,261,NA,446.2422,0,0
"2867",2013,261,NA,-398.683,0,1
"2868",2014,261,NA,-309.4965,0,1
"2869",2015,261,NA,-533.649,0,1
"2870",2016,261,NA,-897.7297,0,1
"2871",2017,261,NA,-1000.799,0,1
"2872",2007,262,NA,1061.042,0,0
"2873",2008,262,NA,724.7786,0,0
"2874",2009,262,NA,1066.587,0,0
"2875",2010,262,NA,688.2059,0,0
"2876",2011,262,NA,89.13635,0,0
"2877",2012,262,NA,299.8835,0,0
"2878",2013,262,NA,-138.6212,0,1
"2879",2014,262,NA,-94.1687,0,1
"2880",2015,262,NA,-642.3976,0,1
"2881",2016,262,NA,-1119.651,0,1
"2882",2017,262,NA,-1034.676,0,1
"2883",2007,263,NA,1030.564,0,0
"2884",2008,263,NA,885.0226,0,0
"2885",2009,263,NA,1179.035,0,0
"2886",2010,263,NA,834.8887,0,0
"2887",2011,263,NA,-63.69312,0,0
"2888",2012,263,NA,301.9556,0,0
"2889",2013,263,NA,-299.0504,0,1
"2890",2014,263,NA,-144.7224,0,1
"2891",2015,263,NA,-684.6956,0,1
"2892",2016,263,NA,-1030.837,0,1
"2893",2017,263,NA,-926.0835,0,1
"2894",2007,264,NA,1039.185,0,0
"2895",2008,264,NA,928.2991,0,0
"2896",2009,264,NA,1045.098,0,0
"2897",2010,264,NA,801.1768,0,0
"2898",2011,264,NA,-140.6761,0,0
"2899",2012,264,NA,516.7251,0,0
"2900",2013,264,NA,-406.6879,0,1
"2901",2014,264,NA,-213.976,0,1
"2902",2015,264,NA,-565.4475,0,1
"2903",2016,264,NA,-1078.033,0,1
"2904",2017,264,NA,-1137.425,0,1
"2905",2007,265,NA,1119.87,0,0
"2906",2008,265,NA,796.9331,0,0
"2907",2009,265,NA,1142.712,0,0
"2908",2010,265,NA,942.9004,0,0
"2909",2011,265,NA,90.25061,0,0
"2910",2012,265,NA,481.166,0,0
"2911",2013,265,NA,-258.0754,0,1
"2912",2014,265,NA,-164.7422,0,1
"2913",2015,265,NA,-419.6572,0,1
"2914",2016,265,NA,-1085.14,0,1
"2915",2017,265,NA,-1065.821,0,1
"2916",2007,266,NA,817.4725,0,0
"2917",2008,266,NA,790.2681,0,0
"2918",2009,266,NA,1182.567,0,0
"2919",2010,266,NA,845.4146,0,0
"2920",2011,266,NA,157.1882,0,0
"2921",2012,266,NA,451.5464,0,0
"2922",2013,266,NA,-239.496,0,1
"2923",2014,266,NA,-304.5035,0,1
"2924",2015,266,NA,-598.7401,0,1
"2925",2016,266,NA,-988.3342,0,1
"2926",2017,266,NA,-1130.885,0,1
"2927",2007,267,NA,967.6361,0,0
"2928",2008,267,NA,760.4838,0,0
"2929",2009,267,NA,1124.902,0,0
"2930",2010,267,NA,854.4036,0,0
"2931",2011,267,NA,15.14014,0,0
"2932",2012,267,NA,363.3826,0,0
"2933",2013,267,NA,-311.6937,0,1
"2934",2014,267,NA,-406.0222,0,1
"2935",2015,267,NA,-560.0854,0,1
"2936",2016,267,NA,-1139.04,0,1
"2937",2017,267,NA,-975.9575,0,1
"2938",2007,268,NA,1072.856,0,0
"2939",2008,268,NA,881.5107,0,0
"2940",2009,268,NA,1098.953,0,0
"2941",2010,268,NA,772.6349,0,0
"2942",2011,268,NA,-94.71558,0,0
"2943",2012,268,NA,362.5391,0,0
"2944",2013,268,NA,-456.4259,0,1
"2945",2014,268,NA,-323.8693,0,1
"2946",2015,268,NA,-645.0759,0,1
"2947",2016,268,NA,-1095.133,0,1
"2948",2017,268,NA,-1006.22,0,1
"2949",2007,269,NA,1006.95,0,0
"2950",2008,269,NA,683.8708,0,0
"2951",2009,269,NA,1205.583,0,0
"2952",2010,269,NA,813.4307,0,0
"2953",2011,269,NA,-92.40112,0,0
"2954",2012,269,NA,296.3961,0,0
"2955",2013,269,NA,-454.5446,0,1
"2956",2014,269,NA,-115.615,0,1
"2957",2015,269,NA,-451.502,0,1
"2958",2016,269,NA,-1114.001,0,1
"2959",2017,269,NA,-1084.517,0,1
"2960",2007,270,NA,1181.152,0,0
"2961",2008,270,NA,963.9733,0,0
"2962",2009,270,NA,1077.319,0,0
"2963",2010,270,NA,871.4995,0,0
"2964",2011,270,NA,-107.5767,0,0
"2965",2012,270,NA,356.894,0,0
"2966",2013,270,NA,-211.5033,0,1
"2967",2014,270,NA,16.71338,0,1
"2968",2015,270,NA,-537.6643,0,1
"2969",2016,270,NA,-1134.397,0,1
"2970",2017,270,NA,-1038.607,0,1
"2971",2007,271,NA,1029.689,0,0
"2972",2008,271,NA,683.0485,0,0
"2973",2009,271,NA,1238.061,0,0
"2974",2010,271,NA,857.0884,0,0
"2975",2011,271,NA,-69.13306,0,0
"2976",2012,271,NA,327.4155,0,0
"2977",2013,271,NA,-364.1156,0,1
"2978",2014,271,NA,-123.3152,0,1
"2979",2015,271,NA,-506.2897,0,1
"2980",2016,271,NA,-1199.051,0,1
"2981",2017,271,NA,-959.449,0,1
"2982",2007,272,NA,934.6672,0,0
"2983",2008,272,NA,751.0854,0,0
"2984",2009,272,NA,918.7697,0,0
"2985",2010,272,NA,896.2041,0,0
"2986",2011,272,NA,2.424805,0,0
"2987",2012,272,NA,473.7378,0,0
"2988",2013,272,NA,-373.5051,0,1
"2989",2014,272,NA,-361.8276,0,1
"2990",2015,272,NA,-477.9441,0,1
"2991",2016,272,NA,-1133.838,0,1
"2992",2017,272,NA,-1106.852,0,1
"2993",2007,273,NA,960.6868,0,0
"2994",2008,273,NA,945.5085,0,0
"2995",2009,273,NA,1131.692,0,0
"2996",2010,273,NA,817.3779,0,0
"2997",2011,273,NA,14.23083,0,0
"2998",2012,273,NA,371.5947,0,0
"2999",2013,273,NA,-428.2892,0,1
"3000",2014,273,NA,-251.918,0,1
"3001",2015,273,NA,-465.6282,0,1
"3002",2016,273,NA,-1181.754,0,1
"3003",2017,273,NA,-1045.597,0,1
"3004",2007,274,NA,1023.658,0,0
"3005",2008,274,NA,756.7654,0,0
"3006",2009,274,NA,1082.348,0,0
"3007",2010,274,NA,859.0747,0,0
"3008",2011,274,NA,276.3856,0,0
"3009",2012,274,NA,557.7524,0,0
"3010",2013,274,NA,-310.3669,0,1
"3011",2014,274,NA,-213.5947,0,1
"3012",2015,274,NA,-700.3188,0,1
"3013",2016,274,NA,-1061.943,0,1
"3014",2017,274,NA,-1139.137,0,1
"3015",2007,275,NA,955.3134,0,0
"3016",2008,275,NA,789.9524,0,0
"3017",2009,275,NA,1003.438,0,0
"3018",2010,275,NA,1022.135,0,0
"3019",2011,275,NA,138.4623,0,0
"3020",2012,275,NA,599.4985,0,0
"3021",2013,275,NA,-304.5924,0,1
"3022",2014,275,NA,-65.35254,0,1
"3023",2015,275,NA,-615.7014,0,1
"3024",2016,275,NA,-989.29,0,1
"3025",2017,275,NA,-1053.53,0,1
"3026",2007,276,NA,1098.376,0,0
"3027",2008,276,NA,821.2438,0,0
"3028",2009,276,NA,1008.774,0,0
"3029",2010,276,NA,815.7881,0,0
"3030",2011,276,NA,37.74585,0,0
"3031",2012,276,NA,598.3591,0,0
"3032",2013,276,NA,-372.481,0,1
"3033",2014,276,NA,-232.2115,0,1
"3034",2015,276,NA,-422.9624,0,1
"3035",2016,276,NA,-1223.872,0,1
"3036",2017,276,NA,-1080.946,0,1
"3037",2007,277,NA,1039.774,0,0
"3038",2008,277,NA,798.3375,0,0
"3039",2009,277,NA,1190.426,0,0
"3040",2010,277,NA,762.0319,0,0
"3041",2011,277,NA,37.27319,0,0
"3042",2012,277,NA,545.0732,0,0
"3043",2013,277,NA,-273.2371,0,1
"3044",2014,277,NA,-332.7317,0,1
"3045",2015,277,NA,-595.5417,0,1
"3046",2016,277,NA,-1180.197,0,1
"3047",2017,277,NA,-894.3113,0,1
"3048",2007,278,NA,1029.786,0,0
"3049",2008,278,NA,796.7808,0,0
"3050",2009,278,NA,1162.137,0,0
"3051",2010,278,NA,731.8712,0,0
"3052",2011,278,NA,263.022,0,0
"3053",2012,278,NA,406.6377,0,0
"3054",2013,278,NA,-313.2699,0,1
"3055",2014,278,NA,-167.4619,0,1
"3056",2015,278,NA,-469.8961,0,1
"3057",2016,278,NA,-1109.383,0,1
"3058",2017,278,NA,-998.2943,0,1
"3059",2007,279,NA,1003.861,0,0
"3060",2008,279,NA,800.2716,0,0
"3061",2009,279,NA,978.5436,0,0
"3062",2010,279,NA,843.6655,0,0
"3063",2011,279,NA,-40.58789,0,0
"3064",2012,279,NA,330.9414,0,0
"3065",2013,279,NA,-285.3445,0,1
"3066",2014,279,NA,-42.13086,0,1
"3067",2015,279,NA,-467.2314,0,1
"3068",2016,279,NA,-968.645,0,1
"3069",2017,279,NA,-978.9596,0,1
"3070",2007,280,NA,764.5759,0,0
"3071",2008,280,NA,788.0857,0,0
"3072",2009,280,NA,1031.432,0,0
"3073",2010,280,NA,843.8818,0,0
"3074",2011,280,NA,147.3198,0,0
"3075",2012,280,NA,211.8422,0,0
"3076",2013,280,NA,-151.5248,0,1
"3077",2014,280,NA,-127.2656,0,1
"3078",2015,280,NA,-522.5875,0,1
"3079",2016,280,NA,-976.9369,0,1
"3080",2017,280,NA,-1100.75,0,1
"3081",2007,281,NA,1190.153,0,0
"3082",2008,281,NA,779.1869,0,0
"3083",2009,281,NA,1126.846,0,0
"3084",2010,281,NA,835.4932,0,0
"3085",2011,281,NA,30.87598,0,0
"3086",2012,281,NA,333.8882,0,0
"3087",2013,281,NA,-420.3706,0,1
"3088",2014,281,NA,-243.1862,0,1
"3089",2015,281,NA,-513.9941,0,1
"3090",2016,281,NA,-1053.686,0,1
"3091",2017,281,NA,-960.0238,0,1
"3092",2007,282,NA,1076.535,0,0
"3093",2008,282,NA,889.7208,0,0
"3094",2009,282,NA,1272.472,0,0
"3095",2010,282,NA,837.5293,0,0
"3096",2011,282,NA,218.116,0,0
"3097",2012,282,NA,500.6035,0,0
"3098",2013,282,NA,-341.5916,0,1
"3099",2014,282,NA,-26.34009,0,1
"3100",2015,282,NA,-509.9792,0,1
"3101",2016,282,NA,-1046.914,0,1
"3102",2017,282,NA,-1045.649,0,1
"3103",2007,283,NA,961.6807,0,0
"3104",2008,283,NA,645.1267,0,0
"3105",2009,283,NA,1233.289,0,0
"3106",2010,283,NA,741.9866,0,0
"3107",2011,283,NA,28.84509,0,0
"3108",2012,283,NA,486.4956,0,0
"3109",2013,283,NA,-379.4528,0,1
"3110",2014,283,NA,-68.88867,0,1
"3111",2015,283,NA,-437.8403,0,1
"3112",2016,283,NA,-957.0519,0,1
"3113",2017,283,NA,-1102.69,0,1
"3114",2007,284,NA,1055.636,0,0
"3115",2008,284,NA,906.5789,0,0
"3116",2009,284,NA,1269.551,0,0
"3117",2010,284,NA,826.4238,0,0
"3118",2011,284,NA,29.26514,0,0
"3119",2012,284,NA,432.4727,0,0
"3120",2013,284,NA,-175.0045,0,1
"3121",2014,284,NA,-117.0352,0,1
"3122",2015,284,NA,-459.3937,0,1
"3123",2016,284,NA,-1132.619,0,1
"3124",2017,284,NA,-1078.732,0,1
"3125",2007,285,NA,1158.578,0,0
"3126",2008,285,NA,735.2986,0,0
"3127",2009,285,NA,1163.297,0,0
"3128",2010,285,NA,857.7859,0,0
"3129",2011,285,NA,1.498657,0,0
"3130",2012,285,NA,439.3867,0,0
"3131",2013,285,NA,-479.6934,0,1
"3132",2014,285,NA,-58.42139,0,1
"3133",2015,285,NA,-555.3716,0,1
"3134",2016,285,NA,-1180.526,0,1
"3135",2017,285,NA,-1018.023,0,1
"3136",2007,286,NA,1020.604,0,0
"3137",2008,286,NA,792.6981,0,0
"3138",2009,286,NA,1224.979,0,0
"3139",2010,286,NA,645.8607,0,0
"3140",2011,286,NA,334.3054,0,0
"3141",2012,286,NA,480.0525,0,0
"3142",2013,286,NA,-349.7065,0,1
"3143",2014,286,NA,-263.8354,0,1
"3144",2015,286,NA,-525.788,0,1
"3145",2016,286,NA,-959.7572,0,1
"3146",2017,286,NA,-1030.755,0,1
"3147",2007,287,NA,964.5848,0,0
"3148",2008,287,NA,1000.117,0,0
"3149",2009,287,NA,1242.204,0,0
"3150",2010,287,NA,789.4092,0,0
"3151",2011,287,NA,69.01831,0,0
"3152",2012,287,NA,255.016,0,0
"3153",2013,287,NA,-335.0247,0,1
"3154",2014,287,NA,-387.6117,0,1
"3155",2015,287,NA,-526.0917,0,1
"3156",2016,287,NA,-1091.636,0,1
"3157",2017,287,NA,-862.9399,0,1
"3158",2007,288,NA,908.0687,0,0
"3159",2008,288,NA,865.061,0,0
"3160",2009,288,NA,1107.424,0,0
"3161",2010,288,NA,843.8479,0,0
"3162",2011,288,NA,96.74268,0,0
"3163",2012,288,NA,580.3616,0,0
"3164",2013,288,NA,-264.2079,0,1
"3165",2014,288,NA,-171.2778,0,1
"3166",2015,288,NA,-708.9185,0,1
"3167",2016,288,NA,-947.5524,0,1
"3168",2017,288,NA,-824.8369,0,1
"3169",2007,289,NA,1197.078,0,0
"3170",2008,289,NA,841.0094,0,0
"3171",2009,289,NA,1115.62,0,0
"3172",2010,289,NA,891.2036,0,0
"3173",2011,289,NA,140.5684,0,0
"3174",2012,289,NA,383.3022,0,0
"3175",2013,289,NA,-405.0685,0,1
"3176",2014,289,NA,-114.4404,0,1
"3177",2015,289,NA,-360.4065,0,1
"3178",2016,289,NA,-1155.563,0,1
"3179",2017,289,NA,-988.5366,0,1
"3180",2007,290,NA,1077.287,0,0
"3181",2008,290,NA,875.9994,0,0
"3182",2009,290,NA,904.5404,0,0
"3183",2010,290,NA,783.7311,0,0
"3184",2011,290,NA,-16.49036,0,0
"3185",2012,290,NA,613.8569,0,0
"3186",2013,290,NA,-93.05139,0,1
"3187",2014,290,NA,-109.488,0,1
"3188",2015,290,NA,-424.3911,0,1
"3189",2016,290,NA,-1106.109,0,1
"3190",2017,290,NA,-1008.548,0,1
"3191",2007,291,NA,947.3975,0,0
"3192",2008,291,NA,733.3456,0,0
"3193",2009,291,NA,1087.45,0,0
"3194",2010,291,NA,751.5072,0,0
"3195",2011,291,NA,221.9615,0,0
"3196",2012,291,NA,270.3367,0,0
"3197",2013,291,NA,-314.2017,0,1
"3198",2014,291,NA,-181.6873,0,1
"3199",2015,291,NA,-404.5737,0,1
"3200",2016,291,NA,-1188.553,0,1
"3201",2017,291,NA,-1041.378,0,1
"3202",2007,292,NA,954.1102,0,0
"3203",2008,292,NA,743.9419,0,0
"3204",2009,292,NA,1118.63,0,0
"3205",2010,292,NA,871.6069,0,0
"3206",2011,292,NA,-171.0431,0,0
"3207",2012,292,NA,381.0537,0,0
"3208",2013,292,NA,-277.3628,0,1
"3209",2014,292,NA,-145.7188,0,1
"3210",2015,292,NA,-596.0236,0,1
"3211",2016,292,NA,-1221.204,0,1
"3212",2017,292,NA,-1017.52,0,1
"3213",2007,293,NA,934.5565,0,0
"3214",2008,293,NA,993.3523,0,0
"3215",2009,293,NA,1256.148,0,0
"3216",2010,293,NA,769.0433,0,0
"3217",2011,293,NA,18.93591,0,0
"3218",2012,293,NA,379.8955,0,0
"3219",2013,293,NA,-474.0029,0,1
"3220",2014,293,NA,-286.4602,0,1
"3221",2015,293,NA,-450.3945,0,1
"3222",2016,293,NA,-1100.109,0,1
"3223",2017,293,NA,-1163.23,0,1
"3224",2007,294,NA,1009.402,0,0
"3225",2008,294,NA,769.1572,0,0
"3226",2009,294,NA,1204.864,0,0
"3227",2010,294,NA,826.2661,0,0
"3228",2011,294,NA,-158.8605,0,0
"3229",2012,294,NA,490.2495,0,0
"3230",2013,294,NA,-336.1604,0,1
"3231",2014,294,NA,-256.9216,0,1
"3232",2015,294,NA,-639.277,0,1
"3233",2016,294,NA,-1250.676,0,1
"3234",2017,294,NA,-907.0537,0,1
"3235",2007,295,NA,1138.485,0,0
"3236",2008,295,NA,905.8962,0,0
"3237",2009,295,NA,1131.124,0,0
"3238",2010,295,NA,761.5743,0,0
"3239",2011,295,NA,-35.27954,0,0
"3240",2012,295,NA,570.0779,0,0
"3241",2013,295,NA,-414.8416,0,1
"3242",2014,295,NA,-107.4727,0,1
"3243",2015,295,NA,-420.9399,0,1
"3244",2016,295,NA,-1121.125,0,1
"3245",2017,295,NA,-1033.868,0,1
"3246",2007,296,NA,950.1134,0,0
"3247",2008,296,NA,719.9816,0,0
"3248",2009,296,NA,1113.205,0,0
"3249",2010,296,NA,978.4961,0,0
"3250",2011,296,NA,134.1847,0,0
"3251",2012,296,NA,447.2893,0,0
"3252",2013,296,NA,-483.6838,0,1
"3253",2014,296,NA,-280.1123,0,1
"3254",2015,296,NA,-203.2324,0,1
"3255",2016,296,NA,-1027.505,0,1
"3256",2017,296,NA,-952.0192,0,1
"3257",2007,297,NA,968.6927,0,0
"3258",2008,297,NA,800.1265,0,0
"3259",2009,297,NA,1069.931,0,0
"3260",2010,297,NA,785.7084,0,0
"3261",2011,297,NA,20.47852,0,0
"3262",2012,297,NA,542.6074,0,0
"3263",2013,297,NA,-356.9283,0,1
"3264",2014,297,NA,-359.4076,0,1
"3265",2015,297,NA,-467.3024,0,1
"3266",2016,297,NA,-934.2358,0,1
"3267",2017,297,NA,-1059.653,0,1
"3268",2007,298,NA,1006.974,0,0
"3269",2008,298,NA,911.9862,0,0
"3270",2009,298,NA,1092.461,0,0
"3271",2010,298,NA,724.636,0,0
"3272",2011,298,NA,212.0385,0,0
"3273",2012,298,NA,319.4402,0,0
"3274",2013,298,NA,-326.0499,0,1
"3275",2014,298,NA,-190.6377,0,1
"3276",2015,298,NA,-444.915,0,1
"3277",2016,298,NA,-1185.286,0,1
"3278",2017,298,NA,-945.5659,0,1
"3279",2007,299,NA,970.49,0,0
"3280",2008,299,NA,643.4978,0,0
"3281",2009,299,NA,920.6111,0,0
"3282",2010,299,NA,704.5291,0,0
"3283",2011,299,NA,125.1886,0,0
"3284",2012,299,NA,379.8872,0,0
"3285",2013,299,NA,-245.8535,0,1
"3286",2014,299,NA,-356.0051,0,1
"3287",2015,299,NA,-484.9415,0,1
"3288",2016,299,NA,-1038.808,0,1
"3289",2017,299,NA,-1041.4,0,1
"3290",2007,300,NA,996.504,0,0
"3291",2008,300,NA,768.6808,0,0
"3292",2009,300,NA,1222.061,0,0
"3293",2010,300,NA,729.757,0,0
"3294",2011,300,NA,83.41028,0,0
"3295",2012,300,NA,395.0073,0,0
"3296",2013,300,NA,-329.8206,0,1
"3297",2014,300,NA,-199.5479,0,1
"3298",2015,300,NA,-582.0197,0,1
"3299",2016,300,NA,-1174.906,0,1
"3300",2017,300,NA,-1013.517,0,1
"3301",2007,301,NA,1143.306,0,0
"3302",2008,301,NA,810.0911,0,0
"3303",2009,301,NA,1030.03,0,0
"3304",2010,301,NA,837.1921,0,0
"3305",2011,301,NA,-16.43726,0,0
"3306",2012,301,NA,410.0862,0,0
"3307",2013,301,NA,-297.9236,0,1
"3308",2014,301,NA,-136.8738,0,1
"3309",2015,301,NA,-528.5336,0,1
"3310",2016,301,NA,-1109.483,0,1
"3311",2017,301,NA,-1107.741,0,1
"3312",2007,302,NA,1062.771,0,0
"3313",2008,302,NA,791.2775,0,0
"3314",2009,302,NA,1057.664,0,0
"3315",2010,302,NA,903.8916,0,0
"3316",2011,302,NA,-119.5454,0,0
"3317",2012,302,NA,605.6938,0,0
"3318",2013,302,NA,-246.5525,0,1
"3319",2014,302,NA,-165.6973,0,1
"3320",2015,302,NA,-606.7181,0,1
"3321",2016,302,NA,-1036.152,0,1
"3322",2017,302,NA,-812.4395,0,1
"3323",2007,303,NA,870.2614,0,0
"3324",2008,303,NA,709.6224,0,0
"3325",2009,303,NA,1215.922,0,0
"3326",2010,303,NA,958.7827,0,0
"3327",2011,303,NA,-40.22119,0,0
"3328",2012,303,NA,321.188,0,0
"3329",2013,303,NA,-213.6953,0,1
"3330",2014,303,NA,-145.4048,0,1
"3331",2015,303,NA,-423.7385,0,1
"3332",2016,303,NA,-1203.233,0,1
"3333",2017,303,NA,-912.2959,0,1
"3334",2007,304,NA,1071.447,0,0
"3335",2008,304,NA,625.5818,0,0
"3336",2009,304,NA,1162.158,0,0
"3337",2010,304,NA,974.3599,0,0
"3338",2011,304,NA,-68.8446,0,0
"3339",2012,304,NA,190.679,0,0
"3340",2013,304,NA,-322.8585,0,1
"3341",2014,304,NA,-240.7218,0,1
"3342",2015,304,NA,-567.9708,0,1
"3343",2016,304,NA,-1193.197,0,1
"3344",2017,304,NA,-1260.075,0,1
"3345",2007,305,NA,853.4961,0,0
"3346",2008,305,NA,914.2963,0,0
"3347",2009,305,NA,1296.927,0,0
"3348",2010,305,NA,871.8994,0,0
"3349",2011,305,NA,-54.65137,0,0
"3350",2012,305,NA,406.6018,0,0
"3351",2013,305,NA,-190.5773,0,1
"3352",2014,305,NA,-164.9932,0,1
"3353",2015,305,NA,-556.8124,0,1
"3354",2016,305,NA,-1174.467,0,1
"3355",2017,305,NA,-967.5414,0,1
"3356",2007,306,NA,1036.857,0,0
"3357",2008,306,NA,720.6411,0,0
"3358",2009,306,NA,1316.98,0,0
"3359",2010,306,NA,728.9963,0,0
"3360",2011,306,NA,19.38171,0,0
"3361",2012,306,NA,508.1006,0,0
"3362",2013,306,NA,-141.4575,0,1
"3363",2014,306,NA,-206.8602,0,1
"3364",2015,306,NA,-588.2278,0,1
"3365",2016,306,NA,-1042.681,0,1
"3366",2017,306,NA,-1185.524,0,1
"3367",2007,307,NA,1148.365,0,0
"3368",2008,307,NA,939.3124,0,0
"3369",2009,307,NA,969.5361,0,0
"3370",2010,307,NA,952.5322,0,0
"3371",2011,307,NA,30.54382,0,0
"3372",2012,307,NA,426.283,0,0
"3373",2013,307,NA,-461.2942,0,1
"3374",2014,307,NA,-152.8027,0,1
"3375",2015,307,NA,-634.5443,0,1
"3376",2016,307,NA,-1076.353,0,1
"3377",2017,307,NA,-724.4077,0,1
"3378",2007,308,NA,1037.13,0,0
"3379",2008,308,NA,815.1698,0,0
"3380",2009,308,NA,940.8721,0,0
"3381",2010,308,NA,779.8212,0,0
"3382",2011,308,NA,70.41455,0,0
"3383",2012,308,NA,326.6357,0,0
"3384",2013,308,NA,-272.2858,0,1
"3385",2014,308,NA,-124.8062,0,1
"3386",2015,308,NA,-376.8113,0,1
"3387",2016,308,NA,-1209.313,0,1
"3388",2017,308,NA,-968.0632,0,1
"3389",2007,309,NA,1136.849,0,0
"3390",2008,309,NA,803.832,0,0
"3391",2009,309,NA,1153.16,0,0
"3392",2010,309,NA,764.9813,0,0
"3393",2011,309,NA,7.444092,0,0
"3394",2012,309,NA,332.0874,0,0
"3395",2013,309,NA,-362.4227,0,1
"3396",2014,309,NA,-369.2683,0,1
"3397",2015,309,NA,-450.6167,0,1
"3398",2016,309,NA,-1105.533,0,1
"3399",2017,309,NA,-958.3326,0,1
"3400",2007,310,NA,905.8573,0,0
"3401",2008,310,NA,684.5931,0,0
"3402",2009,310,NA,1186.617,0,0
"3403",2010,310,NA,963.2959,0,0
"3404",2011,310,NA,19.48669,0,0
"3405",2012,310,NA,426.6228,0,0
"3406",2013,310,NA,-176.3451,0,1
"3407",2014,310,NA,-369.3993,0,1
"3408",2015,310,NA,-517.3013,0,1
"3409",2016,310,NA,-1009.397,0,1
"3410",2017,310,NA,-1156.297,0,1
"3411",2007,311,NA,1068.446,0,0
"3412",2008,311,NA,794.9203,0,0
"3413",2009,311,NA,931.0382,0,0
"3414",2010,311,NA,683.9921,0,0
"3415",2011,311,NA,242.3959,0,0
"3416",2012,311,NA,391.7349,0,0
"3417",2013,311,NA,-323.4097,0,1
"3418",2014,311,NA,-260.5125,0,1
"3419",2015,311,NA,-531.7002,0,1
"3420",2016,311,NA,-957.9497,0,1
"3421",2017,311,NA,-968.3257,0,1
"3422",2007,312,NA,1131.21,0,0
"3423",2008,312,NA,812.2843,0,0
"3424",2009,312,NA,972.6672,0,0
"3425",2010,312,NA,811.3032,0,0
"3426",2011,312,NA,-65.76343,0,0
"3427",2012,312,NA,469.7837,0,0
"3428",2013,312,NA,-572.8246,0,1
"3429",2014,312,NA,-19.81445,0,1
"3430",2015,312,NA,-470.8312,0,1
"3431",2016,312,NA,-1089.428,0,1
"3432",2017,312,NA,-1035,0,1
"3433",2007,313,NA,1097.01,0,0
"3434",2008,313,NA,842.6243,0,0
"3435",2009,313,NA,1137.436,0,0
"3436",2010,313,NA,883.374,0,0
"3437",2011,313,NA,-90.43286,0,0
"3438",2012,313,NA,370.0928,0,0
"3439",2013,313,NA,-255.1772,0,1
"3440",2014,313,NA,-244.0902,0,1
"3441",2015,313,NA,-590.1866,0,1
"3442",2016,313,NA,-1123.567,0,1
"3443",2017,313,NA,-891.3325,0,1
"3444",2007,314,NA,1093.881,0,0
"3445",2008,314,NA,886.943,0,0
"3446",2009,314,NA,1170.355,0,0
"3447",2010,314,NA,843.7961,0,0
"3448",2011,314,NA,20.83826,0,0
"3449",2012,314,NA,377.6772,0,0
"3450",2013,314,NA,-317.5409,0,1
"3451",2014,314,NA,-193.5195,0,1
"3452",2015,314,NA,-496.0371,0,1
"3453",2016,314,NA,-1049.924,0,1
"3454",2017,314,NA,-1203.954,0,1
"3455",2007,315,NA,1148.524,0,0
"3456",2008,315,NA,781.2227,0,0
"3457",2009,315,NA,1174.409,0,0
"3458",2010,315,NA,1034.72,0,0
"3459",2011,315,NA,54.01953,0,0
"3460",2012,315,NA,335.0552,0,0
"3461",2013,315,NA,-362.0333,0,1
"3462",2014,315,NA,-194.9043,0,1
"3463",2015,315,NA,-358.8359,0,1
"3464",2016,315,NA,-1096.762,0,1
"3465",2017,315,NA,-1059.647,0,1
"3466",2007,316,NA,945.6927,0,0
"3467",2008,316,NA,730.7617,0,0
"3468",2009,316,NA,1129.556,0,0
"3469",2010,316,NA,768.5789,0,0
"3470",2011,316,NA,-44.91931,0,0
"3471",2012,316,NA,300.3911,0,0
"3472",2013,316,NA,-395.0177,0,1
"3473",2014,316,NA,-71.72559,0,1
"3474",2015,316,NA,-634.2532,0,1
"3475",2016,316,NA,-1186.305,0,1
"3476",2017,316,NA,-1083.37,0,1
"3477",2007,317,NA,1199.886,0,0
"3478",2008,317,NA,759.6569,0,0
"3479",2009,317,NA,1148.211,0,0
"3480",2010,317,NA,890.0044,0,0
"3481",2011,317,NA,19.59937,0,0
"3482",2012,317,NA,302.1353,0,0
"3483",2013,317,NA,-281.8689,0,1
"3484",2014,317,NA,-98.82764,0,1
"3485",2015,317,NA,-434.7634,0,1
"3486",2016,317,NA,-911.6219,0,1
"3487",2017,317,NA,-906.9812,0,1
"3488",2007,318,NA,1049.802,0,0
"3489",2008,318,NA,914.5082,0,0
"3490",2009,318,NA,1117.247,0,0
"3491",2010,318,NA,941.8521,0,0
"3492",2011,318,NA,56.41968,0,0
"3493",2012,318,NA,650.3684,0,0
"3494",2013,318,NA,-287.6932,0,1
"3495",2014,318,NA,-242.5737,0,1
"3496",2015,318,NA,-568.6775,0,1
"3497",2016,318,NA,-1075.755,0,1
"3498",2017,318,NA,-1054.287,0,1
"3499",2007,319,NA,870.2042,0,0
"3500",2008,319,NA,696.5746,0,0
"3501",2009,319,NA,1168.715,0,0
"3502",2010,319,NA,879.5391,0,0
"3503",2011,319,NA,-92.11292,0,0
"3504",2012,319,NA,511.5435,0,0
"3505",2013,319,NA,-263.6774,0,1
"3506",2014,319,NA,-141.1228,0,1
"3507",2015,319,NA,-374.1851,0,1
